Treansaction ID,Date,TransactionPrice
6787,03/01/2019,$16.26 
7392,03/01/2019,$16.26 
7704,03/01/2019,$16.26 
9414,03/01/2019,$16.26 
9904,03/01/2019,$16.26 
10586,03/01/2019,$16.26 
11737,03/01/2019,$16.26 
12196,03/01/2019,$16.26 
12633,03/01/2019,$16.26 
12736,03/01/2019,$16.26 
13127,03/01/2019,$16.26 
14661,03/01/2019,$16.26 
15388,03/01/2019,$16.26 
15408,03/01/2019,$16.26 
15409,03/01/2019,$16.26 
16059,03/01/2019,$16.26 
17272,03/01/2019,$16.26 
1440,03/01/2019,$16.26 
7603,03/01/2019,$16.26 
11601,03/01/2019,$16.26 
11942,03/01/2019,$16.26 
8713,03/01/2019,$16.26 
13460,03/01/2019,$16.38 
83,03/01/2019,$16.49 
15841,03/01/2019,$16.49 
1637,03/01/2019,$16.64 
10385,03/01/2019,$16.64 
16689,03/01/2019,$16.64 
17367,03/01/2019,$16.64 
2580,03/01/2019,$16.72 
10535,03/01/2019,$16.72 
22,03/01/2019,$16.80 
1579,03/01/2019,$16.80 
2290,03/01/2019,$16.80 
11080,03/01/2019,$16.80 
12366,03/01/2019,$16.80 
13803,03/01/2019,$16.80 
2200,03/01/2019,$16.80 
3085,03/01/2019,$16.80 
3195,03/01/2019,$16.80 
3651,03/01/2019,$16.80 
9301,03/01/2019,$16.80 
15086,03/01/2019,$16.80 
1111,03/01/2019,$17.10 
2807,03/01/2019,$17.10 
7605,03/01/2019,$17.10 
16319,03/01/2019,$17.10 
4910,03/01/2019,$17.10 
6716,03/01/2019,$17.10 
10106,03/01/2019,$17.14 
9362,03/01/2019,$17.15 
10087,03/01/2019,$17.15 
71,03/01/2019,$17.30 
7523,03/01/2019,$17.30 
914,03/01/2019,$17.30 
12825,03/01/2019,$17.30 
13794,03/01/2019,$17.30 
15536,03/01/2019,$17.39 
609,03/01/2019,$17.39 
1017,03/01/2019,$17.39 
6915,03/01/2019,$17.39 
11373,03/01/2019,$17.39 
16303,03/01/2019,$17.39 
17,03/01/2019,$17.39 
5948,03/01/2019,$17.39 
1019,03/01/2019,$17.40 
1679,03/01/2019,$17.40 
2259,03/01/2019,$17.40 
11992,03/01/2019,$17.40 
13033,03/01/2019,$17.40 
336,03/01/2019,$17.40 
2649,03/01/2019,$17.40 
3927,03/01/2019,$17.45 
9220,03/01/2019,$17.45 
10959,03/01/2019,$17.46 
15429,03/01/2019,$17.49 
175,03/01/2019,$17.49 
3193,03/01/2019,$17.49 
3771,03/01/2019,$17.49 
4346,03/01/2019,$17.49 
4824,03/01/2019,$17.49 
4896,03/01/2019,$17.49 
4974,03/01/2019,$17.49 
6283,03/01/2019,$17.49 
7567,03/01/2019,$17.49 
11518,03/01/2019,$17.49 
12695,03/01/2019,$17.49 
14250,03/01/2019,$17.49 
1001,03/01/2019,$17.49 
1719,03/01/2019,$17.49 
5830,03/01/2019,$17.49 
7355,03/01/2019,$17.49 
8139,03/01/2019,$17.49 
10983,03/01/2019,$17.49 
11526,03/01/2019,$17.49 
11949,03/01/2019,$17.49 
14275,03/01/2019,$17.49 
15681,03/01/2019,$17.49 
13960,03/01/2019,$17.49 
8692,03/01/2019,$17.57 
10284,03/01/2019,$17.82 
16795,03/01/2019,$17.82 
85,03/01/2019,$17.82 
4362,03/01/2019,$17.82 
5614,03/01/2019,$17.82 
13050,03/01/2019,$17.82 
16697,03/01/2019,$17.82 
15307,03/01/2019,$17.82 
17268,03/01/2019,$17.94 
854,03/01/2019,$17.94 
14508,03/01/2019,$17.94 
14951,03/01/2019,$17.94 
9541,03/01/2019,$17.94 
17033,03/01/2019,$17.99 
209,03/01/2019,$18.01 
5303,03/01/2019,$18.01 
11652,03/01/2019,$18.01 
14366,03/01/2019,$18.01 
14299,03/01/2019,$18.29 
14917,03/01/2019,$18.29 
6055,03/01/2019,$18.55 
5717,03/01/2019,$18.55 
3445,03/01/2019,$18.55 
13845,03/01/2019,$18.58 
11575,03/01/2019,$18.67 
6756,03/01/2019,$18.78 
4070,03/01/2019,$18.78 
13550,03/01/2019,$18.78 
15623,03/01/2019,$18.78 
2231,03/01/2019,$18.78 
3986,03/01/2019,$18.78 
7712,03/01/2019,$18.78 
8281,03/01/2019,$18.78 
16335,03/01/2019,$18.78 
16825,03/01/2019,$18.78 
1632,03/01/2019,$18.78 
3472,03/01/2019,$18.78 
3579,03/01/2019,$18.78 
5020,03/01/2019,$18.78 
6478,03/01/2019,$18.78 
7108,03/01/2019,$18.78 
7656,03/01/2019,$18.78 
8909,03/01/2019,$18.78 
8993,03/01/2019,$18.78 
10785,03/01/2019,$18.78 
16239,03/01/2019,$18.78 
484,03/01/2019,$18.78 
14386,03/01/2019,$18.78 
9132,03/01/2019,$18.78 
5800,03/01/2019,$18.78 
11947,03/01/2019,$18.78 
14993,03/01/2019,$18.78 
3850,03/01/2019,$19.00 
13156,03/01/2019,$19.19 
3228,03/01/2019,$19.19 
6942,03/01/2019,$19.19 
16057,03/01/2019,$19.19 
16995,03/01/2019,$19.60 
8315,03/01/2019,$19.60 
16569,03/01/2019,$19.60 
16477,03/01/2019,$19.86 
2136,03/01/2019,$20.03 
6311,03/01/2019,$20.03 
5840,03/01/2019,$20.03 
7903,03/01/2019,$20.03 
8688,03/01/2019,$20.03 
9707,03/01/2019,$20.03 
17511,03/01/2019,$20.32 
5819,03/01/2019,$20.32 
185,03/01/2019,$20.32 
9953,03/01/2019,$20.32 
5407,03/01/2019,$20.32 
16639,03/01/2019,$20.32 
10264,03/01/2019,$20.32 
9265,03/01/2019,$20.32 
14647,03/01/2019,$20.50 
5895,03/01/2019,$20.50 
10570,03/01/2019,$20.50 
15161,03/01/2019,$20.50 
7765,03/01/2019,$20.50 
6603,03/01/2019,$20.71 
1872,03/01/2019,$20.71 
5476,03/01/2019,$20.71 
17988,03/01/2019,$20.75 
8881,03/01/2019,$20.75 
6529,03/01/2019,$21.11 
6715,03/01/2019,$21.11 
1087,03/01/2019,$21.40 
1411,03/01/2019,$21.40 
2222,03/01/2019,$21.40 
3994,03/01/2019,$21.40 
6448,03/01/2019,$21.40 
7043,03/01/2019,$21.40 
8733,03/01/2019,$21.40 
13171,03/01/2019,$21.40 
15188,03/01/2019,$21.40 
16126,03/01/2019,$21.40 
16684,03/01/2019,$21.40 
503,03/01/2019,$21.40 
810,03/01/2019,$21.40 
3649,03/01/2019,$21.40 
7226,03/01/2019,$21.40 
7671,03/01/2019,$21.40 
8919,03/01/2019,$21.40 
9426,03/01/2019,$21.40 
11901,03/01/2019,$21.40 
13432,03/01/2019,$21.40 
14050,03/01/2019,$21.40 
14184,03/01/2019,$21.40 
15916,03/01/2019,$21.40 
16550,03/01/2019,$21.40 
2788,03/01/2019,$21.40 
6204,03/01/2019,$21.49 
1378,03/01/2019,$21.51 
9274,03/01/2019,$21.51 
15047,03/01/2019,$21.53 
12681,03/01/2019,$21.93 
9472,03/01/2019,$21.99 
10205,03/01/2019,$22.01 
5006,03/01/2019,$22.01 
14802,03/01/2019,$22.28 
5195,03/01/2019,$22.28 
5237,03/01/2019,$22.28 
394,03/01/2019,$22.55 
3687,03/01/2019,$22.55 
6551,03/01/2019,$22.55 
11070,03/01/2019,$23.13 
11155,03/01/2019,$24.63 
12312,03/01/2019,$25.57 
15466,03/01/2019,$25.57 
8527,03/01/2019,$26.92 
16207,03/01/2019,$26.92 
15062,03/01/2019,$26.95 
10931,03/01/2019,$26.95 
12345,03/01/2019,$26.95 
7942,03/01/2019,$26.95 
4807,03/01/2019,$26.95 
6923,03/01/2019,$26.95 
15103,03/01/2019,$26.95 
16375,03/01/2019,$26.95 
17538,03/01/2019,$26.95 
2779,03/01/2019,$27.22 
3804,03/01/2019,$27.22 
11582,03/01/2019,$27.22 
4605,03/01/2019,$28.07 
12259,03/01/2019,$28.07 
12780,03/01/2019,$30.73 
15013,03/01/2019,$30.73 
4088,03/01/2019,$30.73 
13022,03/01/2019,$30.73 
2876,03/01/2019,$30.73 
1240,03/01/2019,$30.73 
8146,03/01/2019,$30.73 
13870,03/01/2019,$30.73 
1407,03/01/2019,$30.73 
17910,03/01/2019,$31.47 
18001,03/01/2019,$31.47 
17602,03/01/2019,$31.47 
15315,03/01/2019,$31.47 
17200,03/01/2019,$31.47 
9056,03/01/2019,$32.31 
10419,03/01/2019,$32.31 
16416,03/01/2019,$37.14 
17720,03/01/2019,$37.14 
17176,03/01/2019,$39.47 
17321,03/01/2019,$39.47 
10088,03/01/2019,$39.47 
15305,03/01/2019,$39.47 
17613,03/01/2019,$39.47 
17473,03/01/2019,$39.47 
16584,03/01/2019,$39.47 
8663,03/01/2019,$39.47 
14887,03/01/2019,$39.47 
11800,03/01/2019,$44.18 
10924,03/01/2019,$49.06 
17890,03/01/2019,$49.06 
10159,03/01/2019,$60.18 
15296,03/01/2019,$81.07 
15648,03/01/2019,$95.49 
11289,03/01/2019,$95.49 
1939,04/01/2019, $ 
2004,04/01/2019, $ 
9599,04/01/2019, $ 
11238,04/01/2019, $ 
16372,04/01/2019, $ 
441,04/01/2019,$7.79 
4019,04/01/2019,$7.79 
4903,04/01/2019,$7.79 
7408,04/01/2019,$7.79 
8624,04/01/2019,$7.79 
8743,04/01/2019,$7.79 
14604,04/01/2019,$7.79 
15549,04/01/2019,$7.79 
17050,04/01/2019,$7.79 
1295,04/01/2019,$8.54 
2471,04/01/2019,$8.54 
3269,04/01/2019,$8.54 
3483,04/01/2019,$8.54 
3620,04/01/2019,$8.54 
5822,04/01/2019,$8.54 
11112,04/01/2019,$8.54 
16268,04/01/2019,$8.54 
17299,04/01/2019,$8.54 
15865,04/01/2019,$8.98 
15820,04/01/2019,$9.05 
15837,04/01/2019,$10.75 
4209,04/01/2019,$11.40 
8165,04/01/2019,$11.40 
4655,04/01/2019,$11.40 
12218,04/01/2019,$11.40 
13203,04/01/2019,$11.40 
4363,04/01/2019,$13.65 
2102,04/01/2019,$13.65 
3327,04/01/2019,$13.65 
5945,04/01/2019,$13.65 
8334,04/01/2019,$13.65 
11192,04/01/2019,$13.65 
11625,04/01/2019,$13.65 
12414,04/01/2019,$13.65 
4700,04/01/2019,$13.76 
186,04/01/2019,$13.76 
2584,04/01/2019,$13.76 
6534,04/01/2019,$13.76 
5797,04/01/2019,$13.76 
514,04/01/2019,$13.82 
8096,04/01/2019,$13.82 
426,04/01/2019,$13.92 
1156,04/01/2019,$13.92 
1545,04/01/2019,$13.92 
1992,04/01/2019,$13.92 
12061,04/01/2019,$13.92 
5871,04/01/2019,$13.92 
13645,04/01/2019,$14.02 
15333,04/01/2019,$14.04 
6851,04/01/2019,$14.04 
16734,04/01/2019,$14.26 
9694,04/01/2019,$14.26 
15910,04/01/2019,$14.26 
5872,04/01/2019,$14.26 
15150,04/01/2019,$14.26 
14306,04/01/2019,$14.26 
15877,04/01/2019,$14.26 
15929,04/01/2019,$14.26 
8015,04/01/2019,$14.26 
17567,04/01/2019,$14.26 
17863,04/01/2019,$14.26 
10682,04/01/2019,$14.26 
14040,04/01/2019,$14.43 
3455,04/01/2019,$14.43 
11237,04/01/2019,$14.43 
4778,04/01/2019,$14.88 
13777,04/01/2019,$14.89 
8498,04/01/2019,$15.27 
15437,04/01/2019,$15.27 
2688,04/01/2019,$15.27 
6484,04/01/2019,$15.27 
14256,04/01/2019,$15.27 
8555,04/01/2019,$15.31 
5739,04/01/2019,$15.36 
8693,04/01/2019,$15.36 
2015,04/01/2019,$15.85 
2017,04/01/2019,$15.85 
3368,04/01/2019,$15.85 
3692,04/01/2019,$15.85 
13011,04/01/2019,$15.85 
14454,04/01/2019,$15.85 
14390,04/01/2019,$15.85 
4917,04/01/2019,$15.87 
9353,04/01/2019,$15.87 
5316,04/01/2019,$15.87 
6198,04/01/2019,$15.87 
9722,04/01/2019,$15.87 
10208,04/01/2019,$15.87 
4313,04/01/2019,$15.87 
13710,04/01/2019,$15.87 
1836,04/01/2019,$16.26 
11754,04/01/2019,$16.26 
438,04/01/2019,$16.26 
1891,04/01/2019,$16.26 
2382,04/01/2019,$16.26 
9989,04/01/2019,$16.26 
10059,04/01/2019,$16.26 
12400,04/01/2019,$16.26 
12722,04/01/2019,$16.26 
14108,04/01/2019,$16.26 
11870,04/01/2019,$16.28 
12379,04/01/2019,$16.28 
1974,04/01/2019,$16.36 
2967,04/01/2019,$16.36 
6348,04/01/2019,$16.36 
6921,04/01/2019,$16.36 
7247,04/01/2019,$16.36 
1341,04/01/2019,$16.36 
3480,04/01/2019,$16.36 
4444,04/01/2019,$16.36 
5906,04/01/2019,$16.36 
9155,04/01/2019,$16.36 
9452,04/01/2019,$16.36 
9777,04/01/2019,$16.36 
12458,04/01/2019,$16.36 
16695,04/01/2019,$16.36 
6612,04/01/2019,$16.38 
11145,04/01/2019,$16.38 
15223,04/01/2019,$16.38 
16464,04/01/2019,$16.38 
15342,04/01/2019,$16.38 
14855,04/01/2019,$16.45 
93,04/01/2019,$16.45 
8545,04/01/2019,$16.45 
428,04/01/2019,$16.49 
1092,04/01/2019,$16.49 
12119,04/01/2019,$16.49 
13898,04/01/2019,$16.64 
14657,04/01/2019,$16.64 
16815,04/01/2019,$16.64 
6572,04/01/2019,$16.64 
6795,04/01/2019,$16.64 
7672,04/01/2019,$16.64 
17446,04/01/2019,$16.72 
6568,04/01/2019,$16.72 
3821,04/01/2019,$16.72 
11471,04/01/2019,$16.79 
17976,04/01/2019,$16.79 
1339,04/01/2019,$16.79 
10387,04/01/2019,$16.79 
13208,04/01/2019,$16.79 
14544,04/01/2019,$16.79 
4737,04/01/2019,$16.80 
4906,04/01/2019,$16.80 
5496,04/01/2019,$16.80 
11459,04/01/2019,$16.80 
15030,04/01/2019,$16.80 
17030,04/01/2019,$16.80 
13378,04/01/2019,$16.89 
9705,04/01/2019,$16.89 
2346,04/01/2019,$16.89 
4720,04/01/2019,$16.89 
4821,04/01/2019,$16.89 
4925,04/01/2019,$16.89 
7157,04/01/2019,$16.89 
9323,04/01/2019,$16.89 
10584,04/01/2019,$16.89 
13657,04/01/2019,$16.89 
15608,04/01/2019,$16.89 
15903,04/01/2019,$16.89 
16159,04/01/2019,$16.89 
1883,04/01/2019,$16.89 
4945,04/01/2019,$16.89 
7012,04/01/2019,$16.89 
8393,04/01/2019,$16.89 
11742,04/01/2019,$16.89 
11880,04/01/2019,$16.89 
12409,04/01/2019,$16.89 
16100,04/01/2019,$16.89 
9134,04/01/2019,$16.89 
7950,04/01/2019,$17.09 
1315,04/01/2019,$17.24 
1582,04/01/2019,$17.24 
3159,04/01/2019,$17.24 
7184,04/01/2019,$17.24 
16972,04/01/2019,$17.24 
5238,04/01/2019,$17.24 
4502,04/01/2019,$17.24 
12220,04/01/2019,$17.27 
113,04/01/2019,$17.40 
1951,04/01/2019,$17.40 
2057,04/01/2019,$17.40 
3047,04/01/2019,$17.40 
3869,04/01/2019,$17.40 
4557,04/01/2019,$17.40 
6119,04/01/2019,$17.40 
6693,04/01/2019,$17.40 
7013,04/01/2019,$17.40 
10467,04/01/2019,$17.40 
10726,04/01/2019,$17.40 
12158,04/01/2019,$17.40 
14345,04/01/2019,$17.40 
14954,04/01/2019,$17.40 
15709,04/01/2019,$17.40 
16506,04/01/2019,$17.40 
68,04/01/2019,$17.40 
960,04/01/2019,$17.40 
3901,04/01/2019,$17.40 
4400,04/01/2019,$17.40 
7109,04/01/2019,$17.40 
8332,04/01/2019,$17.40 
8421,04/01/2019,$17.40 
11424,04/01/2019,$17.40 
11943,04/01/2019,$17.40 
8063,04/01/2019,$17.40 
4904,04/01/2019,$17.40 
13675,04/01/2019,$17.41 
2905,04/01/2019,$17.53 
496,04/01/2019,$17.55 
4415,04/01/2019,$17.55 
11796,04/01/2019,$17.55 
909,04/01/2019,$17.57 
4516,04/01/2019,$17.57 
4957,04/01/2019,$18.01 
5856,04/01/2019,$18.01 
1661,04/01/2019,$18.01 
1791,04/01/2019,$18.01 
3035,04/01/2019,$18.01 
4383,04/01/2019,$18.01 
8124,04/01/2019,$18.01 
14198,04/01/2019,$18.01 
14797,04/01/2019,$18.01 
15012,04/01/2019,$18.01 
17069,04/01/2019,$18.01 
7548,04/01/2019,$18.01 
7843,04/01/2019,$19.19 
16098,04/01/2019,$19.19 
14185,04/01/2019,$19.19 
4307,04/01/2019,$19.60 
5852,04/01/2019,$19.60 
8374,04/01/2019,$19.60 
10881,04/01/2019,$19.60 
10889,04/01/2019,$19.60 
12083,04/01/2019,$19.60 
13671,04/01/2019,$19.60 
15016,04/01/2019,$19.60 
10440,04/01/2019,$19.60 
16859,04/01/2019,$19.60 
17469,04/01/2019,$19.60 
11474,04/01/2019,$19.68 
5609,04/01/2019,$19.68 
11431,04/01/2019,$19.68 
14159,04/01/2019,$19.92 
11058,04/01/2019,$20.03 
984,04/01/2019,$20.03 
1040,04/01/2019,$20.03 
13549,04/01/2019,$20.03 
8561,04/01/2019,$20.32 
7737,04/01/2019,$20.43 
6328,04/01/2019,$20.50 
17449,04/01/2019,$20.75 
9361,04/01/2019,$20.75 
16765,04/01/2019,$20.75 
17875,04/01/2019,$20.75 
17402,04/01/2019,$20.75 
9067,04/01/2019,$20.78 
10511,04/01/2019,$20.78 
16796,04/01/2019,$20.78 
10545,04/01/2019,$20.78 
2743,04/01/2019,$21.11 
5350,04/01/2019,$21.11 
6580,04/01/2019,$21.11 
11595,04/01/2019,$21.11 
2658,04/01/2019,$21.40 
15606,04/01/2019,$21.40 
2843,04/01/2019,$21.40 
12927,04/01/2019,$21.40 
13767,04/01/2019,$21.40 
14103,04/01/2019,$21.40 
40,04/01/2019,$21.42 
1437,04/01/2019,$21.42 
4020,04/01/2019,$21.42 
5659,04/01/2019,$21.42 
7882,04/01/2019,$21.42 
10478,04/01/2019,$21.42 
12646,04/01/2019,$21.42 
13825,04/01/2019,$21.42 
1943,04/01/2019,$21.42 
2836,04/01/2019,$21.49 
5876,04/01/2019,$21.51 
5021,04/01/2019,$21.51 
5063,04/01/2019,$21.51 
9077,04/01/2019,$21.53 
4594,04/01/2019,$21.56 
7884,04/01/2019,$22.01 
6927,04/01/2019,$22.01 
13389,04/01/2019,$22.01 
14996,04/01/2019,$22.01 
1012,04/01/2019,$22.55 
11833,04/01/2019,$24.85 
16789,04/01/2019,$25.42 
8358,04/01/2019,$25.42 
7438,04/01/2019,$26.92 
9287,04/01/2019,$26.92 
7329,04/01/2019,$26.92 
12151,04/01/2019,$26.92 
10548,04/01/2019,$26.95 
16686,04/01/2019,$26.95 
8308,04/01/2019,$26.95 
14765,04/01/2019,$26.95 
11044,04/01/2019,$26.95 
15497,04/01/2019,$26.95 
5112,04/01/2019,$26.95 
5145,04/01/2019,$26.95 
10937,04/01/2019,$26.95 
4344,04/01/2019,$27.64 
16912,04/01/2019,$28.65 
16885,04/01/2019,$30.16 
4886,04/01/2019,$30.73 
6225,04/01/2019,$30.73 
7956,04/01/2019,$30.73 
11778,04/01/2019,$31.47 
15073,04/01/2019,$35.65 
10954,04/01/2019,$35.65 
17928,04/01/2019,$35.65 
10601,04/01/2019,$35.65 
17354,04/01/2019,$35.65 
9573,04/01/2019,$36.65 
9811,04/01/2019,$39.47 
10029,04/01/2019,$39.47 
15267,04/01/2019,$39.47 
7792,04/01/2019,$39.47 
6986,04/01/2019,$39.47 
7457,04/01/2019,$39.47 
8574,04/01/2019,$39.47 
11021,04/01/2019,$39.47 
11268,04/01/2019,$54.34 
17817,04/01/2019,$54.34 
9619,04/01/2019,$81.07 
9240,04/01/2019,$95.49 
4386,05/01/2019, $ 
5671,05/01/2019, $ 
9838,05/01/2019, $ 
12547,05/01/2019, $ 
16868,05/01/2019, $ 
578,05/01/2019,$7.54 
1133,05/01/2019,$7.79 
2737,05/01/2019,$7.79 
3607,05/01/2019,$7.79 
5032,05/01/2019,$7.79 
5443,05/01/2019,$7.79 
6289,05/01/2019,$7.79 
10204,05/01/2019,$7.79 
12411,05/01/2019,$7.79 
14938,05/01/2019,$7.79 
241,05/01/2019,$8.54 
1107,05/01/2019,$8.54 
3423,05/01/2019,$8.54 
7414,05/01/2019,$8.54 
7645,05/01/2019,$8.54 
9189,05/01/2019,$8.54 
11231,05/01/2019,$8.54 
12063,05/01/2019,$8.54 
12717,05/01/2019,$8.54 
495,05/01/2019,$10.51 
12936,05/01/2019,$11.17 
7242,05/01/2019,$11.17 
14329,05/01/2019,$11.17 
13429,05/01/2019,$12.44 
4187,05/01/2019,$12.44 
14350,05/01/2019,$12.44 
1396,05/01/2019,$13.01 
6669,05/01/2019,$13.65 
25,05/01/2019,$13.65 
248,05/01/2019,$13.65 
1221,05/01/2019,$13.65 
1271,05/01/2019,$13.65 
2210,05/01/2019,$13.65 
6585,05/01/2019,$13.65 
8459,05/01/2019,$13.65 
13602,05/01/2019,$13.65 
3,05/01/2019,$13.65 
148,05/01/2019,$13.65 
6116,05/01/2019,$13.65 
6930,05/01/2019,$13.65 
1748,05/01/2019,$13.76 
10078,05/01/2019,$13.76 
213,05/01/2019,$13.76 
12406,05/01/2019,$13.76 
2205,05/01/2019,$13.91 
5516,05/01/2019,$13.92 
405,05/01/2019,$13.92 
5910,05/01/2019,$13.92 
7490,05/01/2019,$14.04 
10000,05/01/2019,$14.04 
3585,05/01/2019,$14.04 
7596,05/01/2019,$14.04 
11961,05/01/2019,$14.04 
800,05/01/2019,$14.04 
1979,05/01/2019,$14.04 
12330,05/01/2019,$14.04 
17001,05/01/2019,$14.04 
15995,05/01/2019,$14.04 
8729,05/01/2019,$14.43 
5490,05/01/2019,$14.43 
8265,05/01/2019,$14.43 
11321,05/01/2019,$14.43 
6400,05/01/2019,$14.43 
997,05/01/2019,$14.62 
8050,05/01/2019,$14.62 
12183,05/01/2019,$14.89 
7172,05/01/2019,$14.89 
12250,05/01/2019,$14.89 
17029,05/01/2019,$14.89 
9011,05/01/2019,$14.89 
13197,05/01/2019,$14.89 
16534,05/01/2019,$14.89 
14840,05/01/2019,$15.19 
11050,05/01/2019,$15.19 
2988,05/01/2019,$15.85 
12617,05/01/2019,$15.85 
2191,05/01/2019,$15.85 
3036,05/01/2019,$15.85 
3926,05/01/2019,$15.85 
7584,05/01/2019,$15.85 
10800,05/01/2019,$15.85 
15620,05/01/2019,$15.85 
17286,05/01/2019,$15.85 
1065,05/01/2019,$15.85 
1277,05/01/2019,$15.85 
2962,05/01/2019,$15.85 
5463,05/01/2019,$15.85 
9460,05/01/2019,$15.85 
16559,05/01/2019,$15.85 
2137,05/01/2019,$15.87 
3936,05/01/2019,$15.87 
15861,05/01/2019,$15.87 
3068,05/01/2019,$15.87 
7664,05/01/2019,$15.87 
2168,05/01/2019,$15.87 
16199,05/01/2019,$15.87 
5664,05/01/2019,$16.12 
6593,05/01/2019,$16.15 
4161,05/01/2019,$16.28 
10865,05/01/2019,$16.28 
12275,05/01/2019,$16.28 
14457,05/01/2019,$16.28 
453,05/01/2019,$16.28 
4302,05/01/2019,$16.28 
9352,05/01/2019,$16.28 
9950,05/01/2019,$16.28 
16937,05/01/2019,$16.28 
1210,05/01/2019,$16.36 
1227,05/01/2019,$16.36 
1592,05/01/2019,$16.36 
2337,05/01/2019,$16.36 
5339,05/01/2019,$16.36 
12461,05/01/2019,$16.36 
12843,05/01/2019,$16.36 
12984,05/01/2019,$16.36 
13031,05/01/2019,$16.36 
14114,05/01/2019,$16.36 
14327,05/01/2019,$16.36 
14491,05/01/2019,$16.36 
14520,05/01/2019,$16.36 
15153,05/01/2019,$16.36 
16450,05/01/2019,$16.36 
346,05/01/2019,$16.36 
866,05/01/2019,$16.36 
980,05/01/2019,$16.36 
1472,05/01/2019,$16.36 
3884,05/01/2019,$16.36 
4851,05/01/2019,$16.36 
5298,05/01/2019,$16.36 
5539,05/01/2019,$16.36 
6615,05/01/2019,$16.36 
6696,05/01/2019,$16.36 
7082,05/01/2019,$16.36 
8069,05/01/2019,$16.36 
9331,05/01/2019,$16.36 
11106,05/01/2019,$16.36 
13042,05/01/2019,$16.36 
13467,05/01/2019,$16.36 
13741,05/01/2019,$16.36 
14505,05/01/2019,$16.36 
16265,05/01/2019,$16.36 
3508,05/01/2019,$16.36 
6317,05/01/2019,$16.36 
14504,05/01/2019,$16.38 
17865,05/01/2019,$16.59 
16139,05/01/2019,$16.59 
15755,05/01/2019,$16.64 
8523,05/01/2019,$16.64 
9368,05/01/2019,$16.72 
17894,05/01/2019,$16.72 
3439,05/01/2019,$16.72 
13296,05/01/2019,$16.72 
10623,05/01/2019,$16.72 
12141,05/01/2019,$16.79 
7281,05/01/2019,$16.79 
9484,05/01/2019,$16.79 
10597,05/01/2019,$16.79 
16070,05/01/2019,$16.79 
17018,05/01/2019,$16.79 
8983,05/01/2019,$16.89 
2603,05/01/2019,$16.89 
10497,05/01/2019,$16.89 
1540,05/01/2019,$16.89 
5161,05/01/2019,$16.89 
8399,05/01/2019,$16.89 
8899,05/01/2019,$16.89 
5914,05/01/2019,$16.89 
7575,05/01/2019,$16.89 
8161,05/01/2019,$16.89 
8948,05/01/2019,$16.89 
15880,05/01/2019,$16.89 
16924,05/01/2019,$16.89 
4898,05/01/2019,$16.89 
10191,05/01/2019,$16.89 
14759,05/01/2019,$16.89 
4549,05/01/2019,$17.08 
11695,05/01/2019,$17.08 
5584,05/01/2019,$17.09 
1921,05/01/2019,$17.24 
2568,05/01/2019,$17.24 
5841,05/01/2019,$17.24 
5957,05/01/2019,$17.24 
6873,05/01/2019,$17.24 
8293,05/01/2019,$17.24 
9131,05/01/2019,$17.24 
12986,05/01/2019,$17.24 
13965,05/01/2019,$17.24 
14776,05/01/2019,$17.24 
15775,05/01/2019,$17.24 
15464,05/01/2019,$17.24 
1342,05/01/2019,$17.30 
4829,05/01/2019,$17.30 
5592,05/01/2019,$17.30 
12096,05/01/2019,$17.30 
12919,05/01/2019,$17.30 
2076,05/01/2019,$17.32 
7840,05/01/2019,$17.40 
1324,05/01/2019,$17.40 
2319,05/01/2019,$17.40 
7083,05/01/2019,$17.40 
8911,05/01/2019,$17.40 
13340,05/01/2019,$17.40 
17039,05/01/2019,$17.40 
13186,05/01/2019,$17.40 
15574,05/01/2019,$17.40 
15513,05/01/2019,$17.57 
11220,05/01/2019,$17.57 
9501,05/01/2019,$17.63 
11640,05/01/2019,$17.63 
14977,05/01/2019,$17.63 
6215,05/01/2019,$17.98 
13771,05/01/2019,$17.98 
13304,05/01/2019,$17.98 
505,05/01/2019,$18.01 
1432,05/01/2019,$18.01 
2001,05/01/2019,$18.01 
4194,05/01/2019,$18.01 
5512,05/01/2019,$18.01 
6419,05/01/2019,$18.01 
9016,05/01/2019,$18.01 
11195,05/01/2019,$18.01 
11427,05/01/2019,$18.01 
12546,05/01/2019,$18.01 
14973,05/01/2019,$18.01 
16340,05/01/2019,$18.01 
16963,05/01/2019,$18.01 
14870,05/01/2019,$18.01 
15701,05/01/2019,$18.58 
16334,05/01/2019,$18.58 
5204,05/01/2019,$18.58 
9948,05/01/2019,$18.61 
14537,05/01/2019,$18.61 
3877,05/01/2019,$18.66 
1790,05/01/2019,$18.73 
12809,05/01/2019,$18.73 
3187,05/01/2019,$18.73 
9780,05/01/2019,$18.73 
8622,05/01/2019,$19.24 
17512,05/01/2019,$19.24 
1634,05/01/2019,$19.30 
7472,05/01/2019,$19.30 
15496,05/01/2019,$19.60 
1137,05/01/2019,$19.60 
3076,05/01/2019,$19.60 
9637,05/01/2019,$19.60 
16865,05/01/2019,$19.60 
17416,05/01/2019,$19.60 
10326,05/01/2019,$19.68 
10018,05/01/2019,$19.68 
17936,05/01/2019,$19.92 
10772,05/01/2019,$19.92 
13974,05/01/2019,$20.03 
3001,05/01/2019,$20.50 
2023,05/01/2019,$20.50 
11516,05/01/2019,$20.50 
12790,05/01/2019,$20.50 
6838,05/01/2019,$20.50 
